BeginTime,2020/10/05 11:29:23 am
EndTime,2020/10/05 2:04:46 pm
ExecTime,1:35:22 am
ROI1,70,306,247,307
ROI2,390,306,567,307
WritePNG,TRUE
ImageSizeXY[Pix],90,120
CalibrationFactor,0.000000
ValidCalibration,FALSE
ValidOutputPulse,TRUE
OutputShotDelayTime[sec],0.00E+0
OutputShotWidthTime[sec],5.00E-3
CAM_ExposeTime[sec],1.10E-3
CAM_BlackLevel,150
UseBinarizationMethod1,B
BinarizationRange1,15,255
UseBinarizationMethod2,B
BinarizationRange2,1,255
JudgementMethod,A
出力順,粒子番号,判定,判定経過,コマ落ちフレーム数,トリム中心X,トリム中心Y,ROI1_Area,ROI1_Perimeter,ROI1_Elongation Factor,ROI2_Area,ROI2_Perimeter,ROI2_Elongation Factor
00000000,1,1,2,0,156,306,774.0,157.7,2.1
00000001,2,1,2,0,168,306,607.0,112.9,2.2
00000002,3,0,0,0,184,306,0.0,0.0,0.0
00000003,4,1,2,0,160,306,678.0,149.2,2.7
00000004,5,0,3,0,172,306,243.0,66.4,2.1
00000005,6,0,3,0,173,306,319.0,96.9,1.9
00000006,7,0,3,0,171,306,404.0,129.1,2.0
00000007,8,0,0,0,163,306,0.0,0.0,0.0
00000008,9,0,3,0,161,306,168.0,55.8,2.0
00000009,10,1,2,0,185,306,1052.0,184.8,2.6
00000010,11,0,3,0,182,306,310.0,70.1,1.8
00000011,12,0,3,0,189,306,41.0,21.7,1.8
00000012,13,0,3,0,184,306,93.0,41.9,2.6
00000013,14,0,3,0,197,306,48.0,31.4,4.0
00000014,15,0,3,0,190,306,347.0,73.0,1.7
00000015,16,0,3,0,150,306,81.0,39.1,2.5
00000016,17,0,3,0,176,306,40.0,26.3,3.4
00000017,18,0,3,0,164,306,93.0,41.4,2.3
00000018,19,0,3,0,153,306,485.0,147.6,2.0
00000019,20,0,3,0,190,306,52.0,28.7,2.4
00000020,21,0,3,0,160,306,147.0,76.5,2.2
00000021,22,0,3,0,163,306,119.0,56.5,2.3
00000022,23,0,3,0,197,306,69.0,37.6,1.9
00000023,24,0,3,0,159,306,193.0,70.2,2.7
00000024,25,0,0,0,158,306,0.0,0.0,0.0
00000025,26,0,0,0,189,306,0.0,0.0,0.0
00000026,27,0,3,0,138,306,133.0,59.2,2.0
00000027,28,0,3,0,150,306,50.0,31.0,3.6
00000028,29,0,3,0,162,306,178.0,65.5,3.0
00000029,30,0,3,0,146,306,446.0,80.7,1.7
00000030,31,0,3,0,188,306,63.0,31.2,1.9
00000031,32,0,3,0,170,306,196.0,73.4,3.5
00000032,33,0,3,0,190,306,71.0,35.9,2.5
00000033,34,0,3,0,173,306,353.0,106.1,2.3
00000034,35,0,3,0,206,306,540.0,91.9,1.7
00000035,36,0,3,0,152,306,78.0,42.3,2.3
00000036,37,0,0,0,178,306,0.0,0.0,0.0
00000037,38,0,3,0,154,306,92.0,46.3,1.9
00000038,39,0,0,0,151,306,0.0,0.0,0.0
00000039,40,0,0,0,155,306,0.0,0.0,0.0
00000040,41,0,3,0,170,306,47.0,29.0,2.6
00000041,42,1,2,0,158,306,600.0,137.1,2.6
00000042,43,0,3,0,158,306,455.0,118.0,1.8
00000043,44,0,3,0,194,306,110.0,45.7,2.3
00000044,45,1,2,0,171,306,643.0,143.5,2.1
00000045,46,0,3,0,199,306,130.0,72.6,2.7
00000046,47,0,3,0,176,306,44.0,24.7,2.0
00000047,48,0,3,0,159,306,65.0,37.9,2.7
00000048,49,0,0,0,144,306,0.0,0.0,0.0
00000049,50,0,3,0,190,306,68.0,30.8,1.9
00000050,51,0,3,0,198,306,47.0,25.9,2.4
00000051,52,0,3,0,166,306,119.0,44.6,1.8
00000052,53,0,3,0,188,306,228.0,64.4,1.8
00000053,54,0,3,0,182,306,133.0,45.0,1.9
00000054,55,0,3,0,191,306,87.0,50.3,3.4
00000055,56,0,3,0,168,306,126.0,49.7,2.0
00000056,57,0,3,0,167,306,56.0,33.7,2.0
00000057,58,0,3,0,188,306,206.0,57.9,1.8
00000058,59,0,3,0,162,306,73.0,39.6,1.9
00000059,60,0,3,0,196,306,266.0,101.9,2.1
00000060,61,0,3,0,162,306,143.0,63.5,2.2
00000061,62,0,3,0,157,306,139.0,55.2,2.2
00000062,63,0,0,0,188,306,0.0,0.0,0.0
00000063,64,0,3,0,170,306,78.0,38.3,2.4
00000064,65,0,3,0,176,306,48.0,25.7,2.6
00000065,66,0,3,0,153,306,107.0,41.7,2.1
00000066,67,0,3,0,206,306,120.0,48.4,2.0
00000067,68,0,3,0,206,306,87.0,45.4,3.4
00000068,69,0,3,0,160,306,52.0,33.5,3.6
00000069,70,0,3,0,173,306,89.0,46.2,2.3
00000070,71,0,0,0,148,306,0.0,0.0,0.0
00000071,72,0,3,0,191,306,88.0,52.2,4.2
00000072,73,0,3,0,168,306,50.0,28.7,1.9
00000073,74,0,0,0,195,306,0.0,0.0,0.0
00000074,75,0,3,0,176,306,485.0,98.0,2.0
00000075,76,0,0,0,162,306,0.0,0.0,0.0
00000076,77,0,3,0,170,306,410.0,91.9,1.8
00000077,78,0,3,0,186,306,73.0,39.9,2.9
00000078,79,0,3,0,186,306,175.0,51.9,1.9
00000079,80,0,0,0,206,306,0.0,0.0,0.0
00000080,81,0,3,0,158,306,62.0,37.1,2.4
00000081,82,0,3,0,172,306,470.0,80.8,1.6
00000082,83,0,0,0,149,306,0.0,0.0,0.0
00000083,84,0,0,0,191,306,0.0,0.0,0.0
00000084,85,0,3,0,152,306,50.0,25.9,2.0
00000085,86,0,3,0,172,306,53.0,26.7,2.0
00000086,87,0,3,0,206,306,64.0,40.6,2.9
00000087,88,0,0,0,200,306,0.0,0.0,0.0
00000088,89,0,3,0,188,306,76.0,42.4,2.1
00000089,90,0,0,0,198,306,0.0,0.0,0.0
00000090,91,0,0,0,162,306,0.0,0.0,0.0
00000091,92,0,3,0,210,306,104.0,54.3,2.1
00000092,93,0,3,0,190,306,220.0,78.4,2.7
00000093,94,0,0,0,180,306,0.0,0.0,0.0
00000094,95,0,0,0,158,306,0.0,0.0,0.0
00000095,96,0,0,0,166,306,0.0,0.0,0.0
00000096,97,0,0,0,184,306,0.0,0.0,0.0
00000097,98,0,3,0,154,306,45.0,23.9,1.9
00000098,99,0,3,0,155,306,45.0,28.0,2.9
00000099,100,0,3,0,148,306,58.0,31.9,2.0
00000100,101,0,3,0,211,306,71.0,32.7,1.9
00000101,102,0,3,0,169,306,45.0,24.3,2.4
00000102,103,0,3,0,186,306,148.0,55.1,2.8
00000103,104,0,3,0,160,306,65.0,39.3,3.2
00000104,105,0,0,0,155,306,0.0,0.0,0.0
00000105,106,0,0,0,158,306,0.0,0.0,0.0
00000106,107,0,3,0,186,306,71.0,43.5,3.1
00000107,108,0,3,0,160,306,79.0,56.6,3.5
00000108,109,0,3,0,170,306,150.0,61.8,2.2
00000109,110,0,3,0,183,306,112.0,48.8,1.7
00000110,111,0,3,0,161,306,41.0,23.2,2.1
00000111,112,0,3,0,198,306,133.0,67.2,3.2
00000112,113,0,0,0,178,306,0.0,0.0,0.0
00000113,114,0,0,0,196,306,0.0,0.0,0.0
00000114,115,0,3,0,182,306,41.0,24.0,1.8
00000115,116,0,3,0,185,306,262.0,90.7,2.7
00000116,117,0,3,0,161,306,126.0,56.6,2.1
00000117,118,0,3,0,166,306,43.0,24.7,2.4
00000118,119,0,3,0,194,306,50.0,26.8,2.2
00000119,120,0,0,0,180,306,0.0,0.0,0.0
00000120,121,0,0,0,196,306,0.0,0.0,0.0
00000121,122,0,3,0,157,306,44.0,26.6,2.6
00000122,123,0,0,0,162,306,0.0,0.0,0.0
00000123,124,0,3,0,160,306,128.0,56.4,1.6
00000124,125,0,3,0,193,306,238.0,86.8,1.8
00000125,126,1,2,0,176,306,941.0,155.1,1.8
00000126,127,0,0,0,151,306,0.0,0.0,0.0
00000127,128,0,3,0,144,306,58.0,36.4,2.3
00000128,129,0,3,0,185,306,110.0,52.8,4.3
00000129,130,0,0,0,155,306,0.0,0.0,0.0
00000130,131,0,0,0,208,306,0.0,0.0,0.0
00000131,132,0,3,0,162,306,41.0,30.4,3.9
00000132,133,0,3,0,160,306,45.0,24.4,2.2
00000133,134,0,3,0,196,306,220.0,99.0,2.2
00000134,135,0,0,0,191,306,0.0,0.0,0.0
00000135,136,0,3,0,164,306,298.0,131.1,1.9
00000136,137,0,0,0,186,306,0.0,0.0,0.0
00000137,138,0,0,0,198,306,0.0,0.0,0.0
00000138,139,0,3,0,152,306,85.0,36.8,2.1
00000139,140,0,3,0,196,306,135.0,57.1,2.3
00000140,141,0,3,0,166,306,57.0,28.0,1.9
00000141,142,0,3,0,192,306,182.0,60.9,2.1
